Auto Saves,NP/Pl,,Labels,Otomatik Kayıtlar
Auto Saving,VP/PrCon/Pass,Currently is saving,Actions,Otomatik Kaydediliyor
Auto Saving,NP,In menus etc.,Labels,Otomatik Kaydetme
Autosort,V/T/Imp,To sort automatically,Actions,Otomatik Sırala
Average,ADJ,Graphic or difficulty grade,Grades,Ortalama
Away,ADV,Sb or sth is away,Status,Uzakta
Axe,N,,Labels,Balta
Back,V/I/Imp,"In menus, go back",Actions,Geri Dön
Background,N,,Labels,Arka Plan
Background Music,NP,,Labels,Arka Plan Müziği
Backpack,N,,Labels,Sırt Çantası
Backstab,V/T/Imp,To stab someone from back,Actions,Sırtından Vur
Backstep,V/I/Imp,Step back,Actions,Geri Çekil
Ballista,N,,Labels,Balista
Ballista Bolt,N,,Labels,Balista Oku
Bandage,N,A bandage,Labels,Bandaj
Bandage,V/T/Imp,To wrap a bandage,Actions,Bandajla
Bandits,N/Pl,,Labels,Haydutlar
Bandit,N,,Labels,Haydut
Banner,N,,Labels,Sancak
Banners,N/Pl,,Labels,Sancaklar
Bar,N,A metal or wooden stick,Labels,Çubuk
Bar,N,Skill bar etc.,Labels,Gösterge
Barbarians,N/Pl,,Labels,Barbarlar
Barbarian,N,,Labels,Barbar
Bard,N,A class,Labels,Ozan
Bargain,V/I/Imp,To bargain with sb,Actions,Pazarlık Yap
Barrier,N,Magical or physical barrier,Labels,Bariyer
Bars,N/Pl,Skill bars etc.,Labels,Göstergeler
Bars,N/Pl,Metal or wooden sticks,Labels,Çubuklar
Barter,V/T/Imp,To exchange sth with sb,Actions,Takas Et
Bartering,N,IM or Character bartering skill,Labels,Takas Etme
Basic Controls,NP/Pl,,Labels,Temel Kontroller
Basics,N/Pl,Basic infos about game,Labels,Temel Bilgiler
Battle,V/I/Imp,To battle,Actions,Savaş
Battle,N,A battle,Labels,Savaş
Battlemage,N,,Labels,Muharebe Sihirbazı
Beacon,N,A light to guide,Labels,İşaret Ateşi
Beard,N,,Labels,Sakal
Beards,N/Pl,,Labels,Sakallar
Beast,N,A dangerous animal,Labels,Hayvan
Beast,N,Unusual mythical beast,Labels,Canavar
Beastmaster,N,Dangerous animal tamer,Labels,Hayvan Terbiyecisi
Beastmaster,N,Mythical beast tamer,Labels,Canavar Terbiyecisi
Beasts,N/Pl,Unusual mythical beasts,Labels,Canavarlar
Beasts,N/Pl,Dangerous animals,Labels,Hayvanlar
Bed,N,,Labels,Yatak
Beds,N/Pl,,Labels,Yataklar
Beef,N,Cow meat,Labels,Dana Eti
Beehive,N,,Labels,Arı Kovanı
Belt,N,Cloth or armor belt,Labels,Kemer
Berries,N/Pl,,Labels,Böğürtlenler
Berry,N,,Labels,Böğürtlen
Big,ADJ,Grading in menus etc.,Labels,Büyük
Bike,N,Bicycle,Labels,Bisiklet
Bike,V/I/Imp,To ride a bicycle or motorcycle,Actions,Sür
Bikes,N/Pl,Bicycles,Labels,Bisikletler
Bilinear,ADJ,Option in graphic settings,Labels,Çift Doğrusal
Blacksmith,N,,Labels,Demirci
Bled,V/Past/Pass,Sb was bled by sb,Status,Kanatıldı
Bleed,V/I/Imp,To bleed sb,Actions,Kanat
Bleed Resistance,NP,,Labels,Kanama Direnci
Bleeding Damage,NP,,Labels,Kanama Hasarı
Bleeding,V/T/PrCon/Act,Sb bleeding sb,Actions,Kanatıyor
Bleeding,V/I/PrCon/Act,Sb is losing blood,Status,Kanıyor
Bleeding,N,Stat in weapons etc.,Labels,Kanama
Bleeding,ADJ,"A ""bleeding"" item",Labels,Kanayan
Bless,V/T/Imp,To make sth or sb holy,Actions,Kutsa
Blessed,V/Past/Pass,Sb or sth was blessed,Status,Kutsandı
Blessed,ADJ,"A ""blessed"" item",Labels,Kutsanmış
Blessing,N,"IM, stat in weapon, skill etc",Labels,Kutsama
Blessing,V/T/PrCon/Act,Sb blessing sth or sb,Actions,Kutsuyor
Blind,ADJ,A blind person,Labels,Kör
Blind,V/T/Imp,To blind sth,Actions,Kör Et
Blind Resistance,NP,,Labels,Kör Etmeye Karşı Direnç
Blinded,V/Past/Pass,Sb was blinded by sb,Status,Kör Edildi
Blinding,N,,Labels,Kör Etme
Blinding,V/T/PrCon/Act,Sb blinding sth,Actions,Kör Ediyor
Blinding,ADJ,A blinding thing,Labels,Kör Edici
Block,N,Stone block etc,Labels,Blok
Blocks,N/Pl,Stone blocks etc,Labels,Bloklar
Blood,N,,Labels,Kan
Bloody,ADJ,A bloody thing,Labels,Kanlı
Bloom,N,Light bloom,Labels,Işık Parlaması
Board,N,,Labels,Pano
Boat,N,Small boat,Labels,Kayık
Boats,N/Pl,Small boats,Labels,Kayıklar
Bolt,N,,Labels,Arbalet Oku
Bolts,N/Pl,,Labels,Arbalet Okları
Bomb,V/T/Imp,To bomb,Actions,Bombala
Bomb,N,,Labels,Bomba
Bombs,N/Pl,,Labels,Bombalar
Bone,N,,Labels,Kemik
Bones,N/Pl,,Labels,Kemikler
Bonus,N,Character or item bonus,Labels,Bonus
Bonuses,N/Pl,Character or item bonuses,Labels,Bonuslar
Bonuses,N/Pl,Additional rewards,Labels,Ekstra Ödüller
Bonus,N,Additional reward,Labels,Ekstra Ödül
Book,N,,Labels,Kitap
Books,N/Pl,,Labels,Kitaplar
Boost,V/T/Imp,"To boost an item, skill etc",Actions,Yükselt
Boost,V/I/Imp,Help someone,Actions,Destek Ver
Boosted,V/I/Past/Pass,,Status,Yükseltildi
Boot,N,A type of shoes,Labels,Çizme
Boot,V/T/Imp,To boot a program,Labels,Çalıştır
Boots,N/Pl,A type of shoes,Labels,Çizmeler
Borderless,ADJ,,Labels,Kenarsız
Borderless Windowed,AP,,Labels,Kenarsız Pencereli
Boss,N,Boss in games,Labels,Elebaşı
Boss,N,A boss in workplace,Labels,Patron
Bot,N,AI controlled bot,Labels,Bot
Bots,N/Pl,AI controlled bots,Labels,Botlar
Bow,N,Weapon,Labels,Yay
Bow,V/I/Imp,Bow emote,Actions,Eğil
Bracelet,N,Armor,Labels,Kol Zırhı
Bracelet,N,Jewelry,Labels,Bilezik
Bracelets,N/Pl,Armors,Labels,Kol Zırhları
Bracelets,N/Pl,Jewelry,Labels,Bilezikler
Bracer,N,Armor,Labels,Kol Zırhı
Bracers,N/Pl,Armors,Labels,Kol Zırhları
Brake,V/T/Imp,To brake a car,Actions,Frenle
Brake,N,Brake of a car,Labels,Fren
Brakes,N/Pl,Brakes of a car,Labels,Frenler
Break,V/T/Imp,To break sth,Actions,Kır
Broken,V/Past/Pass,Sth was broken,Status,Kırıldı
Broken,ADJ,Broken things,Status,Kırılmış
Breath,N,,Labels,Nefes
Breath,V/I/Imp,To breath,Actions,Nefes Al
Brew,V/T/Imp,To brew potion,Actions,Hazırla
Brew,V/T/Imp,To brew beer,Actions,Mayala
Brew,V/T/Imp,"To brew tea, coffee",Actions,Demle
Brewing,N,Character skill,Labels,İksircilik
Brewing,N,Potion brewing menu,Labels,İksir Hazırlama
Brick,N,,Labels,Tuğla
Bricks,N/Pl,,Labels,Tuğlalar
Brightness,N,,Labels,Parlaklık
Bronze,N,"Bronze medal, ore, ıngot",Labels,Bronz
Bronze Armour,NP,,Labels,Bronz Zırh
Bronze Axe,NP,,Labels,Bronz Balta
Bronze Boots,NP,,Labels,Bronz Çizmeler
Bronze Bracer,NP,,Labels,Bronz Kol Zırhı
Bronze Dagger,NP,,Labels,Bronz Hançer
Bronze Great Axe,NP,,Labels,Bronz Büyük Balta
Bronze Great Hammer,NP,,Labels,Bronz Büyük Çekiç
Bronze Hammer,NP,,Labels,Bronz Çekiç
Bronze Hatchet,NP,,Labels,Bronz Balta
Bronze Helmet,NP,,Labels,Bronz Kask
Bronze Hoe,NP,,Labels,Bronz Çapa
Bronze Ingot,NP,,Labels,Bronz Külçe
Bronze Ingots,NP,,Labels,Bronz Külçeleri
Bronze Katana,NP,,Labels,Bronz Katana
Bronze Knife,NP,,Labels,Bronz Bıçak
Bronze Leggings,NP,,Labels,Bronz Bacak Zırhları
Bronze Medal,NP,,Labels,Bronz Madalya
Bronze Pickaxe,NP,,Labels,Bronz Kazma
Bronze Ring,NP,,Labels,Bronz Yüzük
Bronze Shield,NP,,Labels,Bronz Kalkan
Bronze Spear,NP,,Labels,Bronz Mızrak
Bronze Sword,NP,,Labels,Bronz Kılıç
Build,V/T/Imp,To build sth,Actions,İnşa Et
Building,N,A building,Labels,Yapı
Building,N,"Character skill, In menus etc.",Labels,İnşa Etme
Bullet,N,,Labels,Mermi
Bullets,N/Pl,,Labels,Mermiler
Burn,V/T/Imp,To burn sth,Actions,Yak
Burned,V/Past/Pass,Sth or sb was burned by sb,Status,Yakıldı
Burning,V/I/PrCon/Act,Sb is burning,Status,Yanıyor
Burning,V/T/PrCon/Act,Sb burning sb or sth,Actions,Yakıyor
Burning,ADJ,A burning item etc.,Labels,Yakan
Button,N,Controller ,Labels,Düğme
Button Settings,NP,Controller,Labels,Düğme Ayarları
Buttons,N/Pl,Controller,Labels,Düğmeler
Buy,V/T/Imp,To buy sth,Actions,Satın Al
Bought,V/Past/Pass,Sth was bought by sb,Status,Satın Alındı
C4,N,,Labels,C4
Cactus,N,,Labels,Kaktüs
Cake,N,,Labels,Kek
Cake,N,,Labels,Pasta
Calf,N,,Labels,Buzağı
Camera,N,,Labels,Kamera
Camera Assist,NP,,Labels,Kamera Yardımcısı
Camera Auto Rotation,NP,,Labels,Kamerayı Otomatik Döndürme
Camera Control,NP,,Labels,Kamera Kontrolü
Camera Height,NP,,Labels,Kamera Yüksekliği
Camera Lock,NP,,Labels,Kamera Kilitleme
Camera Move Speed,NP,,Labels,Kamera Hareket Hızı
Camera Sensitivity,NP,,Labels,Kamera Hassasiyeti
Camera Shake,NP,,Labels,Kamera Sarsıntısı
Camera Speed,NP,,Labels,Kamera Hızı
Camera View,NP,,Labels,Kamera Görünümü
Camera X-Axis,NP,,Labels,Kamera X-Ekseni
Camera Y-Axis,NP,,Labels,Kamera Y-Ekseni
Camera Zoom,NP,,Labels,Kamera Yakınlaştırması
Campaign,N,Campaign mode,Labels,Senaryo
Campfire,N,,Labels,Kamp Ateşi
Cancel,V/T/Imp,To cancel sth,Actions,İptal Et
Can't Sign In?,S,,Sentences,Giriş yapamıyor musunuz?
Cap,N,,Labels,Başlık
Capture,V/T/Imp,"To capture flag, location etc.",Actions,Ele Geçir
Car,N,Automobile,Labels,Araba
Car,N,Train car,Labels,Vagon
Car Volume,NP,,Labels,Araba Sesi
Card,N,,Labels,Kart
Card Game,NP,,Genre,Kart Oyunu
Cards,N/Pl,,Labels,Kartlar
Career,N,,Labels,Kariyer
Cast,V/I/Imp,To cast a spell or skill,Actions,Yap
Casted,V/Past/Pass,Spell or skill casted by sb,Status,Yapıldı
Caster,N,,Labels,Büyücü
Casting,V/PrCon/Act,Sb casting skill or spell,Actions,Yapıyor
Castle,N,,Labels,Kale
Casual,N,Very easy difficulty,Grades,Eğlence
Casual,N,,Genre,Eğlence
Casual Game,NP,,Genre,Basit Eğlence
Cat,N,,Labels,Kedi
Cats,N/Pl,,Labels,Kediler
Cauldron,N,,Labels,Kazan
Cavalier,N,,Labels,Süvari
Cavalry,N/Pl,Multiple cavalier,Labels,Süvariler
Cavalry,N,Character's cavalry skill etc. IM,Labels,Süvarilik
Cave,N,,Labels,Mağara
Chain,N,,Labels,Zincir
Chainmail,N,,Labels,Zincir Zırh
Challenge,V/I/Imp,To challenge sth or sb,Actions,Meydan Oku
Challenge,N,In menus etc.,Labels,Meydan Okuma
Challenge Mode,NP,,Labels,Meydan Okuma Modu
Challenges,N/Pl,,Labels,Meydan Okumalar
Challenging,ADJ,Challenging mode etc.,Grades,Zorlayıcı
Chapters,N/Pl,,Labels,Bölümler
Chapter,N,,Labels,Bölüm
Character Artist,NP,,Credits,Karakter Sanatçısı
Character Artists,NP,,Credits,Karakter Sanatçıları
Character Designer,NP,,Credits,Karakter Tasarımcısı
Character Designers,NP,,Credits,Karakter Tasarımcıları
Character Level,NP,,Labels,Karakter Seviyesi
Character Sheet,NP,,Labels,Karakter Kağıdı
Character Status,NP,,Labels,Karakter Durumu
Charcoal,N,,Labels,Odun Kömürü
Charge,V/T/Imp,"To make sth stronger, skill etc.",Actions,Güçlendir
Charge,V/I/Imp,To charge into battle,Actions,Hücum Et
Charged,V/T/Past/Pass,A charged skill etc.,Status,Güçlendirildi
Charged,V/I/Past/Pass,Charged into battle,Status,Hücum Edildi
Charging,V/T/PrCon/Act,Sb is charging skill etc.,Actions,Güçlendiriyor
Charging,N,"Character's charging skill, IM",Labels,Güçlendirme
Charging,V/I/PrCon/Act,Currently charging into battle,Actions,Hücum Ediyor
Charging,N,"Character's charging skill, IM",Labels,Hücum Etme
Charm,N,Charm of sb,Labels,Cazibe
Charm,V/T/Imp,To seduce sth,Actions,Ayart
Charm,N,As an accessory,Labels,Tılsım
Charmed,V/Past/Pass,Sb is seduced by sb,Status,Ayartıldı
Charmed,ADJ,"A ""charmed"" sth",Status,Ayartılmış
Charming,ADJ,"A ""charming"" person",Labels,Cazibeli
Charming,V/PrCon/Act,Currently seducing sb,Actions,Ayartıyor
Charms,N/Pl,Accessories,Labels,Tılsımlar
Chassis,N,Car Chassis,Labels,Ana Gövde
Chat,N,In game chat,Labels,Sohbet
Chat,V/I/Imp,To chat sb,Actions,Sohbet Et
Chat Scale,NP,,Labels,Sohbet Boyutu
Chatting,V/PrCon/Act,,Actions,Sohbet Ediyor
Cheat,V/T/Imp,"To cheat, non romantic",Actions,Kandır
Cheat,N,Game cheats etc.,Labels,Hile
Cheat Death,V,To cheat death,Actions,Kefeni Yırt
Cheat Death,NP,Character skill,Labels,Kefeni Yırtma
Cheats,N/Pl,Game cheats etc.,Labels,Hileler
Chest,N,Character's chest,Labels,Göğüs
Chest,N,Item for storing,Labels,Sandık
Chest Armour,NP,,Labels,Göğüs Zırhı
Chest Armours,NP,,Labels,Göğüs Zırhları
Chick,N,Baby chicken,Labels,Civciv
Chicken,ADJ,Coward,Labels,Korkak
Chicken,N,Animal,Labels,Tavuk
Chickens,N/Pl,Animal,Labels,Tavuklar
Chief Technical Officer,NP,,Credits,Baş Teknoloji Sorumlusu
Chill,V/I/Imp,To chill sb,Actions,Üşüt
Chilled,V/I/Past/Pass,Sb was chilled,Status,Üşütüldü
Chilling,V/I/PrCon/Act,Currently chilling sb,Actions,Üşütüyor
Chilling,N,Character's skill etc.,Labels,Üşütme
Chilling Damage,NP,,Labels,Üşütme Hasarı
Chin,N,,Labels,Çene
Chop,V/T/Imp,To chop tree or sth,Actions,Kes
Chopping,N,Character's chopping skill etc.,Labels,Ağaç Kesme
Cinematic Animation,NP,,Credits,Sinematik Animasyon
Cinematic Animator,NP,,Credits,Sinematik Animasyoncu
Cinematic Effects,NP,,Credits,Sinematik Efektler
Cinematics,N,,Labels,Sinematikler
Cinematics,N,,Credits,Sinematikler
Cinematics Director,NP,,Credits,Sinematik Yönetmeni
Claim,V/T/Imp,To claim sth from sb,Actions,Talep Et
Claim,V/T/Imp,To pick up sth,Actions,Al
Claimed,V/Past/Pass,Sth was claimed by sb,Status,Talep Edildi
Claimed,V/Past/Pass,Sth was picked up,Status,Alındı
Claiming,V/PrCon/Act,Currently claiming sth from sb,Actions,Talep Ediyor
Class,N,Character's class etc.,Labels,Sınıf
Claw,N,Item,Labels,Pençe
Claw,V/T/Imp,To claw sb,Actions,Pençele
Clawed,V/Past/Pass,Sb is clawed,Status,Pençelendi
Clawing,V/PrCon/Act,Currently clawing sb,Actions,Pençeliyor
Claws,N,Item,Labels,Pençeler
Clay,N,,Labels,Kil
Claymore,N,,Labels,İskoç Kılıcı
Cleave,V/T/Imp,To cleave sb or sth,Actions,Biç
Cleave Damage,NP,Item stat etc.,Labels,Biçme Hasarı
Cleaved,V/Past/Pass,Sb or sth was cleaved,Status,Biçildi
Cleaving,V/PrCon/Act,Currently cleaving sth or sb,Actions,Biçiyor
Cleaving,N,Character's or item's skill etc.,Labels,Biçme
Cleric,N,,Labels,Rahip
Click,V/I/Imp,Clicking with mouse,Actions,Tıkla
Client,N,Game client,Labels,İstemci
Climb,V/I/Imp,To climb a ladder etc.,Actions,Tırman
Climb Down,VP/I/Imp,To climb down a ladder etc.,Actions,Aşağı Tırman
Climb Up,VP/I/Imp,To climb up a ladder etc.,Actions,Yukarı Tırman
Climbing,V/PrCon/Act,Sb is climbing sth,Actions,Tırmanıyor
Climbed,V/Past/Pass,Sth was climbed,Status,Tırmanıldı
Cloak,N,Item,Labels,Pelerin
Cloak,V/I/Imp,To cloak,Actions,Gizlen
Cloaked,V/Past/Pass,Sb was cloaked,Status,Gizlendi
Cloaking,V/PrCon/Act,Sb is currently cloaking,Actions,Gizleniyor
Cloaking,ADJ,Cloaking item etc.,Labels,Gizleyen
Clock,N,,Labels,Saat
Clone,V/T/Imp,To clone sb or sth,Actions,Klonla
Clone,N,Sb or sth is a clone,Labels,Klon
Cloned,V/Past/Pass,Sb or sth is cloned,Status,Klonlandı
Cloning,V/PrCon/Act,Currently cloning sth or sb,Actions,Klonluyor
Close,V/T/Imp,To close sth,Actions,Kapat
Close,ADJ,Sth is close,Labels,Yakın
Closed,V/Past/Pass,Sth was closed,Status,Kapatıldı
Closed,ADJ,Closed door,Status,Kapalı
Closing,V/PrCon/Pass,Program etc. is being closed,Actions,Kapatılıyor
Closing,V/PrCon/Act,Sth is currently coming near,Actions,Yaklaşıyor
Closing,N,,Labels,Yaklaşma
Cloth,N,Piece of cloth,Labels,Kumaş
Clothes,N/Pl,"dress, attire, outfits",Labels,Giysiler
Coal,N,,Labels,Kömür
Coal Ore,NP,,Labels,Kömür Cevheri
Cockpit,N,,Labels,Kokpit
Cocoa,N,,Labels,Kakao
Cocoa Bean,NP,,Labels,Kakao Çekirdeği
Cocoa Beans,NP,,Labels,Kakao Çekirdekleri
Code,N,,Credits,Kod
Coding,N,,Credits,Kodlama
Coin,N,,Labels,Para
Coin,N,,Labels,Madeni Para
Coin Purse,NP,,Labels,Para Kesesi
Cold,ADJ,,Labels,Soğuk
Cool,V/T/Imp,,Actions,Soğut
Cooling,V/T/PrCon/Act,,Actions,Soğutuyor
Cooled,V/T/Past/Pass,,Status,Soğutuldu
Collect,V/T/Imp,,Actions,Topla
Collected,V/Past/Pass,,Status,Toplandı
Collecting,V/PrCon/Act,,Actions,Topluyor
Collecting,N,,Labels,Toplama
Color,N,,Labels,Renk
Color,V/T/Imp,To color sth,Actions,Renklendir
Color Blind,NP,,Labels,Renk Körü
Color Blind Mode,NP,,Labels,Renk Körü Modu
Colored,V/Past/Pass,Sth was colored by sb,Status,Renklendirildi
Colored,ADJ,"A ""colored"" sth",Labels,Renklendirilmiş
Coloring,N,In menus,Labels,Renklendirme
Coloring,V/T/PrCon/Act,Sb is coloring sth,Actions,Renklendiriyor
Colors,N/Pl,,Labels,Renkler
Color Blindness,NP,,Labels,Renk Körlüğü
Command,N,Program or key command,Labels,Komut
Command,V/T/Imp,To command units etc.,Actions,Emret
